分享图片 http://t.cn/R2dUmIP ?,0
晚安(?｀?ω?)? http://t.cn/RyhHHQ0 ?,0
希望多年以后 不论关系如何 当你谈起我 都能拍着胸脯眼睛一眯告诉别人 你从来不后悔认识我 也是真的快乐过 ??? http://t.cn/RyhT7da ?,0
看着你一切烦恼都烟消云散 http://t.cn/zR4dyDq ?,0
分享图片 http://t.cn/R2WJCqr ?,0
说好的减肥一斤都没瘦?? http://t.cn/R2dyAAx ?,0
所有的旅行，我只想让我老公带我去。@梧桐雨的挽歌 http://t.cn/RJ2IO4e ?,0
周末双胞胎带我去拜拜[太开心][太开心][太开心] http://t.cn/RxmPXfO ?,0
今天的台风好大，我们在舒适的房子里，而那些流浪猫狗却在风雨里瑟瑟发抖！ http://t.cn/RyhH1jm ?,1
迎来了一场凉爽的雨[下雨][下雨][下雨][好喜欢][好喜欢][好喜欢] http://t.cn/RCLgTTD http://t.cn/RCoEzKr ?,1
早茶 http://t.cn/z8A5Zg6 ?,0
经历了珠海机场因台风的航班取消，改订白云机场航班的，冒着风雨向白云机场辗转，经历延误，最终开始登机了。 http://t.cn/z8A6nMg ?,1
??以下是今天上架新品月饼，精致 有种神秘感没[色]高颜值月饼，送给你思念的人 最好不过啦[勾引][勾引] http://t.cn/RCKLNEG ?,0
深圳今天台风天??原来我的体重是出来压台风的诶做个季节护理 全程非常放松 cpb的产品一直都很好 #cpb肌肤之钥# http://t.cn/R540wKi http://t.cn/RC94Pxx ?,1
这个人不要脸的啊，装修坑别人的钱，湖南人，在广州诈骗。他叫张小波 http://t.cn/z82vORe ?,0
大电高的天空，总是那么美[小黄人剪刀手]#身边的景色# http://t.cn/RxBNFHs ?,0
班章古树：纯料年份：2014茶汤入口：醇，滑，厚，稠，顺，甜，生津回甘持久，茶气十足，茶香四溢，喝后整个口腔不断产生唾液，头额后背直冒汗，感觉整个人都软绵绵的值得收藏的一款靓茶 http://t.cn/Rtnr6TW ?,0
http://t.cn/R2WxELY[星星][星星][星星][星星]，早(?Д?)?！[哈欠][困]好无聊，你们说我做什么好呢？[摊手][抱抱]不要忘记点小爱心哦![挤眼]#我有一个动物头# http://t.cn/R2WxELY ?,0
晚安咯 http://t.cn/Ryhac0l ?,0
??真情流露财总唱到哭了感动啊??[流泪][流泪][流泪] http://t.cn/z8AeDw5 http://t.cn/RCNwb52 ?,0
昨天喝着假酒现在还没醒酒过来 http://t.cn/R2d4zuY ?,0
#生活正能量打卡#虽然对于全世界你只是某人，但对于某人你就是全世界 http://t.cn/R2dUR6J ?,0
有点心烦，遇到一个一脸刻薄的人，说话也很刻薄。生气╰_╯ http://t.cn/RPbBnBr ?,0
训醒就打风 刺激 http://t.cn/z8VjgXB ?,1
今天台风突然降临，台风过后，家周围并没有遭到太大的破坏，只是地上多了很多垃圾和一些被狂风暴雨打掉的脆弱枯黄的树枝叶。感悟:人生也不可能一帆风顺，总会有那么几次台风，会把你身上一直没有进步的地方淘汰掉，所以人只有不断进步，才能更好地抵挡狂风暴雨的洗礼。 http://t.cn/RyhXVV0 ?,1
台风过后[衰] http://t.cn/z8AN34N ?,1
想念昨晚的饭菜 http://t.cn/R2WiNVI ?,0
第一次这么近距离的接触台风[二哈] http://t.cn/RyhHDq7 ?,1
人生，需要努力的事情真的太多了。努力读书，努力上班，努力攒社交圈，努力赚钱，努力生活，努力让父母安心，努力让周围所有人都满意  ....但，起码有一件事情，我希望它是不用努力顺其自然不期而遇的。 http://t.cn/R2dURMB ?,0
66个赞我撞上去[挖鼻] http://t.cn/RyhYXV8 ?,0
三观没有对错 而是有差异 你改变不了一个人骨子里的东西所以 为了自己以后的快乐 一定要找一个三观一样的人做朋友 http://t.cn/R2dUE2R ?,0
打卡 http://t.cn/RMzaKDw ?,0
#全世界最美丽的人#从我们出生开始，喂奶换尿布、生病的不眠不休照料，教我们生活基本能力，供给读书，吃喝玩乐和补习，关心和行动永远都不停歇。角色互换不也是应该的吗？为人子女要切记，看父母就是看自己的未来，孝顺要及时，树欲静而风不止，子欲养而亲不在。 http://t.cn/RJvY4t7 ?,0
#台风天鸽#大珠海的渔女，大斗门的金台寺，快显灵[可怜] http://t.cn/Ry6bvy9 ?,1
#台风天鸽#新品“蚕”隆重上市！想体验真正的蚕丝吗？发放福利?9.9运费领取旗舰装一片！ http://t.cn/R2dUghX http://t.cn/RCNH5Op ?,0
没吃晚饭有点饿，螺蛳粉 http://t.cn/RyhjbDQ ?,0
恐怖的天鸽           #带着微博去旅行# http://t.cn/RCKEQep http://t.cn/R2Wisf0 ?,1
一#我有一个动物头# ∴ http://t.cn/RI1ENXb ?,0
14级台风也不影响专程来品美味，在魔都提前几周都定不到位子的米其林二星餐厅#喜粤8号#在深圳很容易就吃到了，开心！道道菜惊艳，尤其最钟意图一鲍鱼海参泡饭，味道超过了我以往吃过的所有鱼翅汤～????[兔子][兔子][月亮][月亮][下雨][下雨] http://t.cn/RCCWdXN ?,1
#带着微博去旅行# 到南宁啦[小黄人高兴]第一件事情就是吃吃吃[小黄人剪刀手] http://t.cn/RyhYBYM ?,0
[太阳]早上好！每件事情的背后都一定有需要提升的地方，已发生的事情，不要再去纠结对与错，重要的是自己学到了什么！[心]学会接纳上天给予的每一份礼物！ http://t.cn/R2WioMK ?,0
以后一个人走，一个人吃饭，一个人坐着，一个人看风景，一个人对着镜子说话。你好一个人你好吗？久违了，再见你们。[干杯][干杯][干杯][干杯][干杯] http://t.cn/R2WijdT ?,0
8万亿级大健康盛宴、9成人渴望的私人订制……从分享经济到体验经济、从大健康、她经济到社交电商，六十年一直都与趋势在一起。顺势而为，才能让事业水到渠成、事半功倍。你要做的，只是快快跟上别掉队。#大健康##社交电商##共享经济##体验经济##居家创业# http://t.cn/Rc1HEy4 ?,0
天字辈的??都很凶！老大，现在农历快七月了好吗？ http://t.cn/zRX9ytR ?,0
从这个视频我总结出来，男朋友就要找这样的胖子，淡定，从容，吹不倒?????? http://t.cn/R2WJ9gy http://t.cn/RCKWnxI ?,0
飘绿手镯，圈口57.4，15.2，8.5，种老起光，水头足，完整无纹裂，价??18800 http://t.cn/RyhgW0O ?,0
下个月生日希望收到一只peter rabbit ? ??? http://t.cn/RPNrZnh ?,0
分享图片 http://t.cn/RyhYzcP ?,0
處暑日，颱風天。昨夜的一陣豪雨，帶走了立秋以來的燥熱，今天雨停了，陽光在雲層後面非常柔和。開始有朋友坐在一茶門前，在海港邊的夕陽中喝茶了。 http://t.cn/RhNkdOw ?,1
暑假真的很好快[泪] http://t.cn/zQQqVdq ?,0
把整个禧玛诺花鼓全部拆散了，保养了塔基千斤片，滚珠。擦干净重新上了番茄酱。哇噻，润啊润啊润啊润[哈哈]我是一位业余自行车车手，同时也是一位业余自行车技师[哈哈] http://t.cn/RyX5HkP ?,0
这是怎么了，难道这是我们的人们公扑吗？ http://t.cn/z86jFUM http://t.cn/RCS9ExX ?,0
把之前沒拍的照片 昨天都拍了(?????????) http://t.cn/R2W6zS7 ?,0
本帮菜-墨鱼红烧肉[太开心][太开心] http://t.cn/R2dyy53 ?,0
想谈恋爱 http://t.cn/R2WxEin ?,0
灯光下的你，很耀眼。@华晨宇yu   #华晨宇演唱会# http://t.cn/RJAoq2J ?,0
#吃喝玩乐在深圳# @岩扒小屋 你们有种强制消费的感觉，充值整百整百的充就算了，听说我要全部消费掉里面的钱，就说#APP#买不了单，机器有问题，在我充值之前又不说明，说：只能等到下次消费，吃顿200多的饭感觉付了500多的钱，换谁都不爽，想要顾客长久消费就要掉住我的味蕾呀，很鄙视这种充值#消费#模 ?,0
呐呐呐！别怪我没提醒你们哦#(你懂的)各位大神们，行动起来吧 买礼物找我啊???? http://t.cn/R2dUEgA ?,0
夏末已到，如果你还没喝到一杯像样的冰咖啡，那这个夏天算是白过了 http://t.cn/R4JKFyf ?,0
七夕情人节前想要认识我以下姐妹的 合上吧 图一到图五她们没一个是好东西 你可以选择图六[笑cry] http://t.cn/R2WxlPJ ?,0
一个人……值不值得你穷极一生去喜欢，不是看他能对你有多好，而是看他心情不好的时候能对你有多差[微笑] http://t.cn/RtAwN83 ?,0
就说了嘛，今天继续应酬。慧妍会的嘉宾们给力[赞]风雨无阻！ http://t.cn/R2WJ2g1 ?,0
分享视频 http://t.cn/R2dywQE http://t.cn/RCoJSO0 ?,0
尼美舒利 药效很灵呀 一下降差不多十度?? http://t.cn/RyhjbDQ ?,0
台风来了??地人就直叫我出去吃饭??台风矛来时矛见有人叫??40公斤的我都不敢出门[伤心] http://t.cn/R2W64Tx ?,1
一天两次[悲伤][悲伤] http://t.cn/z8Aaw3B ?,0
[摊手][摊手][摊手] http://t.cn/R2WJ9g9 ?,0
发自内心可以笑8颗牙齿[微笑]现在怎么笑再也笑不出了[拜拜] http://t.cn/R2dUEsm ?,0
如果你确定真的喜欢一个人，就一定要抓住。生命虽然漫长，但真正的爱情，往往在人的一生就只有一次。抓住了，就能幸福一生，抓不住，恐怕就将永远的失去… http://t.cn/R2WJWAL ?,0
出去散步，天好暗啊[失望][失望][失望] http://t.cn/RJP0eus ?,0
2017年8月23日?  中午12点，随着狂风昏昏沉沉的睡去。再睁眼时已是两点，外面似乎平静了不少。在短短的两个小时里，街泡了，树倒了，房掀了，车毁了，整个城市陷入了狼藉。风里雨里依旧有坚守在岗位的人，他们是为了这座城辛苦付出的人，向他们致敬[作揖]也希望这座城重新恢复光彩。  （珠海进入台 ?,1
一日食到晚 又肥咯?? http://t.cn/R2dU8V2 ?,0
刮台风啦，大家记着揣俩石头再出门 http://t.cn/R2dUFFV ?,1
台风天在@Inndaystudio 涂了一堆小星球～周五就能在香蕉鱼豆本世界游牧展-深圳飞地书局站看到啦～#香蕉鱼豆本# http://t.cn/RJhrAqG ?,1
喜欢忙碌 http://t.cn/R2Wi4WZ ?,0
[太阳]美滋滋 http://t.cn/RxeDRSS ?,0
陪伴是最长情的告白～??? http://t.cn/RLKydtX ?,0
喜欢温和的风 喜欢安静的人喜欢空旷的角落 喜欢干净的白开水 喜欢有你在身边 ????? http://t.cn/R2dyhsS ?,0
不管哪个行业，你做久了就会发现有一帮暖心的老客户一直鼓励你，支持着你帮你宣传帮你介绍新客户对于这种暖心的客户真的很感谢你们。在此向我的新老客户深鞠一躬～感谢你们一路的信任与支持[玫瑰][握手] http://t.cn/Ryh9O11 ?,0
再见了，东乡，再见了最爱的你，离别是为了更好的相聚，好好照顾自己，会一直等你 http://t.cn/R2dUrCZ ?,0
事不出，不知谁近谁远。 人不品，不知谁浓谁淡! 利不尽，不知谁聚谁散。 人不穷，不知谁冷谁暖! 水不试，不知哪深哪浅， 人不交，不知谁好谁坏! http://t.cn/z8A3vDF ?,0
静物写生作品-摩托车发动机- http://t.cn/R2dU8ta ?,0
『灯塔 繁星』成为海角灯塔为你指引前方成为天上繁星照亮你的一生 http://t.cn/R2dyyWg ?,0
偶尔来个水煮鱼还可以 http://t.cn/R2WJws5 ?,0
